name,countryName,countryCode3,LAT,LON,continentName,birthyear,gender,industry,domain,L_star,HPI,AverageViews
Joseph Lister,United Kingdom,GBR,NA,NA,Europe,1827,Male,MEDICINE,SCIENCE & TECHNOLOGY,10.69960768,24.39717245,15253.35714
James Lovelock,UNITED KINGDOM,GBR,51.978,-0.23,Europe,1919,Male,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,5.766675469,23.08531171,35612.45455
Joachim von Ribbentrop,GERMANY,DEU,51.658611,6.617778,Europe,1893,Male,GOVERNMENT,INSTITUTIONS,10.27573846,25.90382687,77586.4902
John of England,United Kingdom,GBR,51.755,-1.2627,Europe,1166,Male,GOVERNMENT,INSTITUTIONS,13.57498337,27.13474993,51737.66071
Julia Roberts,UNITED STATES,USA,33.871944,-84.518333,North America,1967,Female,FILM AND THEATRE,ARTS,6.630805166,23.03813712,364397.0921
John the Evangelist,Israel,ISR,31.783333,35.216667,Asia,15,Male,LANGUAGE,HUMANITIES,6.906218512,26.38105856,78904
John Carpenter,United States,USA,43.981111,-75.606944,North America,1948,Male,FILM AND THEATRE,ARTS,5.472552775,23.66732978,193408.6563
Johnny Weissmuller,Romania,ROU,45.728333,21.181111,Europe,1904,Male,INDIVIDUAL SPORTS,SPORTS,6.598129831,23.99186238,65807.98
Jack Brabham,Australia,AUS,-33.96811,151.10408,Oceania,1926,Male,INDIVIDUAL SPORTS,SPORTS,8.801428392,23.39132548,25549.30556
Josip Broz Tito,Croatia,HRV,46.085556,15.677778,Europe,1892,Male,GOVERNMENT,INSTITUTIONS,13.15996424,27.24154744,123398.973
Javier Saviola,ARGENTINA,ARG,-34.603333,-58.381667,South America,1981,Male,TEAM SPORTS,SPORTS,9.30568164,18.92010174,112270.6905
Keanu Reeves,LEBANON,LBN,33.886944,35.513056,Asia,1964,Male,FILM AND THEATRE,ARTS,6.420199048,23.38628299,447059.3235
Karl Popper,AUSTRIA,AUT,48.2,16.366667,Europe,1902,Male,PHILOSOPHY,HUMANITIES,10.90189785,27.19549365,125493.5714
Konrad Adenauer,GERMANY,DEU,50.936389,6.952778,Europe,1876,Male,GOVERNMENT,INSTITUTIONS,7.280967204,26.10062179,87670.71831
Kurt Cobain,UNITED STATES,USA,46.975833,-123.818611,North America,1967,Male,MUSIC,ARTS,8.04822291,23.87548658,679065.5147
Mike Dirnt,UNITED STATES,USA,37.871667,-122.272778,North America,1972,Male,MUSIC,ARTS,5.725720811,19.13582453,91169.84211
Kurt Gödel,CZECH REPUBLIC,CZE,49.2,16.616667,Europe,1906,Male,MATH,SCIENCE & TECHNOLOGY,9.394461841,25.80155059,46342.76389
Karl Marx,Germany,DEU,49.75,6.633333,Europe,1818,Male,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,11.44256513,29.8428975,314864.473
Kyle MacLachlan,UNITED STATES,USA,46.6,-120.5,North America,1959,Male,FILM AND THEATRE,ARTS,4.868608706,21.60477569,141768.6176
Kevin Spacey,UNITED STATES,USA,40.748811,-74.261513,North America,1959,Male,FILM AND THEATRE,ARTS,5.455502852,22.88369731,261870.3137
Karl Dönitz,Germany,DEU,52.5167,13.4,Europe,1891,Male,GOVERNMENT,INSTITUTIONS,9.585632193,26.49720106,119721.0545
Karl Friedrich Abel,Germany,DEU,51.75,11.916667,Europe,1723,Male,MUSIC,ARTS,10.99454443,23.27411864,8488.111111
James Heckman,UNITED STATES,USA,41.836944,-87.684722,North America,1944,Male,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,8.163809869,22.06259934,13073.77778
Konrad Zuse,GERMANY,DEU,52.516667,13.383333,Europe,1910,Male,INVENTION,SCIENCE & TECHNOLOGY,5.829192101,24.22912187,74877.11364
Kallikrates,Unknown,UNK,NA,NA,Unknown,-450,Male,DESIGN,ARTS,10.8701559,23.99625803,6521.115385
Kevin Bacon,UNITED STATES,USA,39.95,-75.166667,North America,1958,Male,FILM AND THEATRE,ARTS,4.319496613,22.17949177,390295.5128
Utamaro,Japan,JPN,NA,NA,Asia,1753,Male,FINE ARTS,ARTS,5.333920755,23.2565695,34742.96667
Kofi Annan,GHANA,GHA,6.666667,-1.616667,Africa,1938,Male,GOVERNMENT,INSTITUTIONS,10.53528173,26.34963814,65490.69231
Kurt Vonnegut,UNITED STATES,USA,39.791,-86.148,North America,1922,Male,LANGUAGE,HUMANITIES,3.364015153,25.06433142,155250.0351
Ken Loach,UNITED KINGDOM,GBR,52.523,-1.4683,Europe,1936,Male,FILM AND THEATRE,ARTS,7.005732063,23.95431983,81930.20588
Kylie Minogue,AUSTRALIA,AUS,-37.813611,144.963056,Oceania,1968,Female,MUSIC,ARTS,6.043507781,22.38035462,246058.4026
L. Frank Baum,UNITED STATES,USA,43.045833,-75.873889,North America,1856,Male,LANGUAGE,HUMANITIES,3.196144955,22.13944905,72106.79412
Karl Benz,Germany,DEU,49.022778,8.357778,Europe,1844,Male,INVENTION,SCIENCE & TECHNOLOGY,9.971117505,26.018576,56612.26667
Kenny Dalglish,UNITED KINGDOM,GBR,55.858,-4.259,Europe,1951,Male,TEAM SPORTS,SPORTS,4.303308696,20.88375183,105716.0488
Keith Moon,United Kingdom,GBR,51.556,-0.3042,Europe,1946,Male,MUSIC,ARTS,4.156984369,23.43505617,253604.069
Kim Philby,India,IND,30.38,76.78,Asia,1912,Male,MILITARY,INSTITUTIONS,4.138439029,22.73336974,74935.03333
Kwame Nkrumah,GHANA,GHA,4.963889,-2.322222,Africa,1909,Male,GOVERNMENT,INSTITUTIONS,6.731979928,24.51163684,25254.96512
Konrad Lorenz,Austria,AUT,48.2,16.366667,Europe,1903,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,10.39831323,25.30434067,55053.73469
Konstantin Tsiolkovsky,Russia,RUS,NA,NA,Europe,1857,Male,ENGINEERING,SCIENCE & TECHNOLOGY,11.76661891,24.56613921,20942.98
Kary Mullis,UNITED STATES,USA,35.908333,-81.53,North America,1944,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,5.444322537,22.63805343,29095.625
Kurt Waldheim,AUSTRIA,AUT,48.327778,16.209444,Europe,1918,Male,GOVERNMENT,INSTITUTIONS,10.73921797,25.4070816,29129.03125
Kurt Schwitters,Germany,DEU,52.366667,9.716667,Europe,1887,Male,FINE ARTS,ARTS,6.227897158,23.49051849,59608.74074
Kelsey Grammer,United States,USA,NA,NA,North America,1955,Male,FILM AND THEATRE,ARTS,1.940076951,19.86830615,302374.5172
Kingsley Amis,United Kingdom,GBR,51.46323,-0.13394,Europe,1922,Male,LANGUAGE,HUMANITIES,4.035671525,22.37652781,31950.03226
Ken Kesey,UNITED STATES,USA,37.981389,-103.5475,North America,1935,Male,LANGUAGE,HUMANITIES,2.938642233,22.79529504,87493.96774
Karlheinz Stockhausen,GERMANY,DEU,50.9,6.716667,Europe,1928,Male,MUSIC,ARTS,8.346258118,24.99248469,55284.09524
Konstantin Chernenko,Russia,RUS,NA,NA,Europe,1911,Male,GOVERNMENT,INSTITUTIONS,11.87628848,25.91044767,48516.85965
Kliment Voroshilov,Ukraine,UKR,48.916667,38.4,Europe,1881,Male,GOVERNMENT,INSTITUTIONS,11.95138327,24.90134267,29006.04878
Krzysztof Penderecki,POLAND,POL,50.05,21.416667,Europe,1933,Male,MUSIC,ARTS,7.406675223,23.74778181,57813.12903
Karl Ferdinand Braun,GERMANY,DEU,50.550833,9.675278,Europe,1850,Male,INVENTION,SCIENCE & TECHNOLOGY,18.91825222,25.32695271,11337.83051
Kazimir Malevich,UKRAINE,UKR,50.45,30.523333,Europe,1879,Male,FINE ARTS,ARTS,10.47514842,25.3660901,68916.85417
Karl Ernst von Baer,Estonia,EST,59,26,Europe,1792,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,8.695134884,23.0596941,12786.66667
Kenneth I of Scotland,United Kingdom,GBR,55.95,-3.183333,Europe,810,Male,GOVERNMENT,INSTITUTIONS,5.927951863,23.5805912,13007.31034
Constantin Stanislavski,Russia,RUS,55.75,37.616667,Europe,1863,Male,FILM AND THEATRE,ARTS,7.42028358,24.74863279,67129.30952
Klaus Barbie,Germany,DEU,50.683333,7.15,Europe,1913,Male,MILITARY,INSTITUTIONS,6.969799074,24.351950510000002,154626.9333
Kenneth Kaunda,Zambia,ZMB,-10.533333,32.05,Africa,1924,Male,GOVERNMENT,INSTITUTIONS,5.689981128,21.8771582,15520.39024
Konrad Emil Bloch,POLAND,POL,50.466667,17.333333,Europe,1912,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,16.94919062,23.1990344,6273.057143
Klement Gottwald,Czech Republic,CZE,49.266667,16.983333,Europe,1896,Male,GOVERNMENT,INSTITUTIONS,8.098160368,23.10712222,29537.344829999998
Kate Bush,UNITED KINGDOM,GBR,51.4594,0.1097,Europe,1958,Female,MUSIC,ARTS,4.650766644,22.17183039,207660.225
Kirsten Dunst,UNITED STATES,USA,40.077328,-74.070068,North America,1982,Female,FILM AND THEATRE,ARTS,6.082248168,20.03653904,321621.0164
Knut Hamsun,NORWAY,NOR,61.810833,8.639167,Europe,1859,Male,LANGUAGE,HUMANITIES,13.39837449,26.47661269,36787.80822
Kurt Georg Kiesinger,GERMANY,DEU,48.216667,9.033333,Europe,1904,Male,GOVERNMENT,INSTITUTIONS,6.477525673,24.35444532,30084.22917
Ben Affleck,UNITED STATES,USA,37.871667,-122.272778,North America,1972,Male,FILM AND THEATRE,ARTS,5.57762825,21.0173508,425569.9153
Laura Bush,United States,USA,32,-102.1,North America,1946,Female,COMPANIONS,PUBLIC FIGURE,3.252278787,22.44614282,101842.9796
Leni Riefenstahl,GERMANY,DEU,52.516667,13.383333,Europe,1902,Female,FILM AND THEATRE,ARTS,8.781922826,26.21350459,75491.69492
Linus Torvalds,FINLAND,FIN,60.170833,24.9375,Europe,1969,Male,COMPUTER SCIENCE,SCIENCE & TECHNOLOGY,10.19387278,22.75266177,68997.95745
Lee Harvey Oswald,United States,USA,29.95,-90.066667,North America,1939,Male,OUTLAWS,PUBLIC FIGURE,4.497009426,23.81718903,273467.78
Louis Pasteur,FRANCE,FRA,47.0931,5.4906,Europe,1822,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,9.74109872,28.31774911,153478.0862
Ludwig Wittgenstein,AUSTRIA,AUT,48.2,16.366667,Europe,1889,Male,PHILOSOPHY,HUMANITIES,10.59390016,27.52025277,99919.0241
L. Ron Hubbard,United States,USA,42.045278,-97.833611,North America,1911,Male,LANGUAGE,HUMANITIES,3.345406089,23.35872686,256989.0294
Leon Trotsky,Ukraine,UKR,48.5,32.266667,Europe,1879,Male,GOVERNMENT,INSTITUTIONS,9.109218182,27.29647205,129270.8571
Ludwig Mies van der Rohe,GERMANY,DEU,50.783333,6.083333,Europe,1886,Male,DESIGN,ARTS,10.68884168,24.36845175,216255.9825
Le Corbusier,SWITZERLAND,CHE,47.101333,6.825,Europe,1887,Male,DESIGN,ARTS,11.73754504,28.1602067,125251.9813
Ludovico Ariosto,ITALY,ITA,44.7,10.633333,Europe,1474,Male,LANGUAGE,HUMANITIES,6.90120015,25.77888465,30160.85714
Leonhard Euler,SWITZERLAND,CHE,47.566667,7.6,Europe,1707,Male,MATH,SCIENCE & TECHNOLOGY,13.58198126,26.22234371,124957.5741
Ludwig van Beethoven,Germany,DEU,50.733992,7.099814,Europe,1770,Male,MUSIC,ARTS,13.29179204,30.10933081,314590.4837
Lleyton Hewitt,AUSTRALIA,AUS,-34.929,138.601,Oceania,1981,Male,INDIVIDUAL SPORTS,SPORTS,5.084531439,16.97202614,108257.7111
Lars von Trier,DENMARK,DNK,55.77,12.5,Europe,1956,Male,FILM AND THEATRE,ARTS,9.314224869,23.23418329,154099.6
Leucippus,GREECE,GRC,40.95,24.983333,Europe,-500,Male,PHILOSOPHY,HUMANITIES,6.897721975,26.75220897,36283.86
Leonardo Fibonacci,ITALY,ITA,43.716667,10.4,Europe,1170,Male,MATH,SCIENCE & TECHNOLOGY,10.86181351,27.82880736,63176.31707
Louis Leakey,Kenya,KEN,-1.266667,36.716667,Africa,1903,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,4.643085,20.74416787,29153.9697
Elihu Root,UNITED STATES,USA,43.048889,-75.380278,North America,1845,Male,GOVERNMENT,INSTITUTIONS,6.372870195,22.78166931,16706.90625
Louis the Pious,France,FRA,46.6519,0.3731,Europe,778,Male,GOVERNMENT,INSTITUTIONS,9.835528824,27.23838695,41911.03571
Laurence Sterne,Ireland,IRL,52.3539,-7.7116,Europe,1713,Male,LANGUAGE,HUMANITIES,7.534297512,24.68457326,30671.34375
Louisa May Alcott,United States,USA,40.043611,-75.181944,North America,1832,Female,LANGUAGE,HUMANITIES,3.972437999,24.10836926,65643.67442
Leo III the Isaurian,Turkey,TUR,37.583333,36.933333,Asia,685,Male,GOVERNMENT,INSTITUTIONS,9.116555186,25.14317634,10540.1087
Louis Agassiz,Switzerland,CHE,NA,NA,Europe,1807,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,5.744159399,23.30599862,23193.5
Li Bai,China,CHN,NA,NA,Asia,701,Male,LANGUAGE,HUMANITIES,13.13469868,28.06644745,28372.43137
Leone Battista Alberti,ITALY,ITA,44.411111,8.932778,Europe,1404,Male,DESIGN,ARTS,9.231230159,26.43312365,64953.81395
Tarquinius Priscus,Italy,ITA,NA,NA,Europe,-700,Male,GOVERNMENT,INSTITUTIONS,12.01179827,26.04464596,19346.4375
Lucius Tarquinius Superbus,Italy,ITA,NA,NA,Europe,-600,Male,GOVERNMENT,INSTITUTIONS,10.73905908,26.65388406,36170.57895
Livy,ITALY,ITA,45.416667,11.866667,Europe,-59,Male,HISTORY,HUMANITIES,7.039811135,25.12768397,77476.05085
John Belushi,United States,USA,NA,NA,North America,1949,Male,FILM AND THEATRE,ARTS,4.360864542,23.90072798,343435.6061
Lise Meitner,AUSTRIA,AUT,48.2,16.366667,Europe,1878,Female,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,7.72761361,24.52841471,39423.77551
Leonardo da Vinci,ITALY,ITA,43.783333,10.916667,Europe,1452,Male,INVENTION,SCIENCE & TECHNOLOGY,13.2110409,31.46442822,511098.477
Lavr Kornilov,Russia,RUS,54.983333,73.366667,Europe,1870,Male,MILITARY,INSTITUTIONS,10.76476434,23.33564408,15902.29032
L. L. Zamenhof,POLAND,POL,53.116667,23.15,Europe,1859,Male,MEDICINE,SCIENCE & TECHNOLOGY,9.841322815,23.10656393,35188
Rosie O'Donnell,UNITED STATES,USA,40.845,-73.283333,North America,1962,Female,FILM AND THEATRE,ARTS,2.279051742,18.78543094,179681.6154
Louis Armstrong,UNITED STATES,USA,29.95,-90.066667,North America,1901,Male,MUSIC,ARTS,7.076338209,27.266831,172007.957
John William Strutt,UNITED KINGDOM,GBR,51.7318,0.6758,Europe,1842,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,23.47493928,24.50929795,6117.233333
Lactantius,Egypt,EGY,NA,NA,Africa,240,Male,LANGUAGE,HUMANITIES,10.80274252,25.66997846,16700.9697
Lavrentiy Beria,Georgia,GEO,NA,NA,Asia,1899,Male,GOVERNMENT,INSTITUTIONS,16.86153864,25.72834322,46553.29787
Leopold von Sacher-Masoch,UKRAINE,UKR,49.85,24.016667,Europe,1836,Male,LANGUAGE,HUMANITIES,8.437519168,24.54507608,39325.55882
David Petraeus,UNITED STATES,USA,41.442589,-74.013898,North America,1952,Male,MILITARY,INSTITUTIONS,2.329508446,19.15309872,167000.1053
Lindsay Anderson,India,IND,12.966667,77.566667,Asia,1923,Male,FILM AND THEATRE,ARTS,5.148928327,22.09978145,18488.42308
Luca Pacioli,ITALY,ITA,43.566667,12.15,Europe,1445,Male,MATH,SCIENCE & TECHNOLOGY,7.375281133,25.51380358,44265.2381
Lucretia,Unknown,UNK,NA,NA,Unknown,-550,Female,COMPANIONS,PUBLIC FIGURE,3.629183482,24.86737617,59780.92308
Louis IX of France,France,FRA,48.9294,2.0456,Europe,1214,Male,GOVERNMENT,INSTITUTIONS,6.669833764,26.86944285,57423.08333
Louis XIV of France,France,FRA,48.898056,2.096389,Europe,1638,Male,GOVERNMENT,INSTITUTIONS,9.976394725,28.98142808,285747.7978
Lorenzo de' Medici,ITALY,ITA,43.783333,11.25,Europe,1449,Male,GOVERNMENT,INSTITUTIONS,7.453468913,25.86990442,79514.93617
Lucrezia Borgia,Italy,ITA,41.933333,13.1,Europe,1480,Female,GOVERNMENT,INSTITUTIONS,7.970481852,26.02227357,226326.925
Ian Fraser Kilmister,UNITED KINGDOM,GBR,53.042621,-2.187889,Europe,1945,Male,MUSIC,ARTS,5.931914225,24.20897909,274346.3448
Lee Van Cleef,United States,USA,40.56975,-74.607682,North America,1925,Male,FILM AND THEATRE,ARTS,5.603062318,24.42835269,125683.5405
Luigi Pirandello,ITALY,ITA,37.316667,13.583333,Europe,1867,Male,LANGUAGE,HUMANITIES,5.037155667,25.42369186,71267.64706
Luke the Evangelist,Turkey,TUR,36.2,36.15,Asia,31,Male,RELIGION,INSTITUTIONS,9.966530156,27.22142058,52339.82456
Lodovico Ferrari,ITALY,ITA,44.5075,11.351389,Europe,1522,Male,MATH,SCIENCE & TECHNOLOGY,12.21884762,23.62122477,6788.961538
Liv Ullmann,JAPAN,JPN,35.683333,139.683333,Asia,1938,Female,FILM AND THEATRE,ARTS,7.885036655,23.56159444,41712.82051
Mary Pickford,Canada,CAN,43.7,-79.4,North America,1892,Female,FILM AND THEATRE,ARTS,4.342164618,24.27118835,70099.46939
Matt Groening,UNITED STATES,USA,45.52,-122.681944,North America,1954,Male,DESIGN,ARTS,5.603157458,23.70875431,141499.6346
Muhammad,SAUDI ARABIA,SAU,21.416667,39.816667,Asia,570,Male,RELIGION,INSTITUTIONS,11.77960382,30.65003211,286844.32
Julius Erving,United States,USA,40.679167,-73.585556,North America,1950,Male,TEAM SPORTS,SPORTS,2.799546442,20.76221902,115087.4412
Leonard Bloomfield,UNITED STATES,USA,41.836944,-87.684722,North America,1887,Male,LANGUAGE,HUMANITIES,8.328092844,23.12301828,17705.44444
Mehmed II,Turkey,TUR,41.666667,26.566667,Asia,1429,Male,GOVERNMENT,INSTITUTIONS,10.71621769,27.05049723,81729.11111
Martina Hingis,SLOVAKIA,SVK,48.716667,21.25,Europe,1980,Female,INDIVIDUAL SPORTS,SPORTS,6.549067589,18.35282959,116639.283
Rebecca Romijn,UNITED STATES,USA,37.871667,-122.272778,North America,1972,Female,FILM AND THEATRE,ARTS,3.641418129,19.3539028,279454.8889
Marco Polo,Italy,ITA,45.433333,12.316667,Europe,1254,Male,EXPLORERS,EXPLORATION,12.06092766,29.7718861,139952.6693
Tom Kenny,UNITED STATES,USA,43.064444,-76.070278,North America,1962,Male,FILM AND THEATRE,ARTS,1.613728853,17.45734566,217887.5
Maurice Merleau-Ponty,FRANCE,FRA,45.9421,-0.9588,Europe,1908,Male,PHILOSOPHY,HUMANITIES,10.40060474,24.90109073,51615.89189
Mahatma Gandhi,India,IND,21.63,69.6,Asia,1869,Male,ACTIVISM,PUBLIC FIGURE,13.79714826,29.14057736,321492.8406
Miyamoto Musashi,Japan,JPN,35.683333,139.766667,Asia,1584,Male,LANGUAGE,HUMANITIES,6.393875377,26.67789395,231501.3514
Miguel de Cervantes,SPAIN,ESP,40.466667,-3.366667,Europe,1547,Male,LANGUAGE,HUMANITIES,6.25783503,27.85156688,112572.2813
Maimonides,Spain,ESP,37.883333,-4.766667,Europe,1135,Male,RELIGION,INSTITUTIONS,7.280567943,27.03570083,74962.7193
Max Weber,Germany,DEU,50.983333,11.033333,Europe,1864,Male,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,10.30427429,28.21694812,196228.7303
Max Horkheimer,Germany,DEU,48.783333,9.183333,Europe,1895,Male,PHILOSOPHY,HUMANITIES,9.995902346,24.7256794,35962.7
Philip Seymour Hoffman,UNITED STATES,USA,43.099444,-77.443056,North America,1967,Male,FILM AND THEATRE,ARTS,4.477716981,20.5966826,161298.8913
Mao Zedong,China,CHN,27.91,112.48,Asia,1893,Male,GOVERNMENT,INSTITUTIONS,10.3789669,28.46057367,238131
Mikhail Kalashnikov,Russia,RUS,51.6,82.3,Europe,1919,Male,ENGINEERING,SCIENCE & TECHNOLOGY,8.661271805,23.7135855,79425.45098
Marshall McLuhan,CANADA,CAN,53.533333,-113.5,North America,1911,Male,PHILOSOPHY,HUMANITIES,6.642033674,24.96360654,118848.7027
Mr. T,UNITED STATES,USA,41.836944,-87.684722,North America,1952,Male,FILM AND THEATRE,ARTS,4.451669164,23.07311494,418669.2069
Moses,Egypt,EGY,NA,NA,Africa,-1391,Male,RELIGION,INSTITUTIONS,12.68883448,30.86324707,190262.5652
Margaret Mead,UNITED STATES,USA,39.95,-75.166667,North America,1901,Female,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,5.141932846,24.28000001,64016.8
Michael Palin,United Kingdom,GBR,53.372,-1.525,Europe,1943,Male,FILM AND THEATRE,ARTS,3.554307869,23.15138309,119048.5758
William H. Seward,UNITED STATES,USA,41.333333,-74.366667,North America,1801,Male,GOVERNMENT,INSTITUTIONS,1.927239908,20.47398616,67231.67857
Nancy Reagan,UNITED STATES,USA,40.76583,-73.833084,North America,1921,Female,FILM AND THEATRE,ARTS,2.696102927,22.70494503,148577.1892
Marc Bloch,FRANCE,FRA,45.76,4.84,Europe,1886,Male,HISTORY,HUMANITIES,10.08360785,24.56013471,29329.08108
Michael Ventris,UNITED KINGDOM,GBR,51.812,-0.293,Europe,1922,Male,DESIGN,ARTS,8.806064418,21.98183803,10444.65385
Michael Faraday,UNITED KINGDOM,GBR,51.4919,-0.1029,Europe,1791,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,9.931103237,27.9265686,93688.04545
Marcus Vipsanius Agrippa,Italy,ITA,45.261111,13.904444,Europe,-63,Male,MILITARY,INSTITUTIONS,10.48201747,27.65042627,49243.61702
David Schwimmer,UNITED STATES,USA,40.76583,-73.833084,North America,1966,Male,FILM AND THEATRE,ARTS,4.467709595,21.14858223,254211.1707
Gaius Maecenas,ITALY,ITA,43.473333,11.87,Europe,-70,Male,GOVERNMENT,INSTITUTIONS,11.17188045,26.77930377,37032.97143
Marcus Claudius Tacitus,ITALY,ITA,42.566667,12.65,Europe,200,Male,GOVERNMENT,INSTITUTIONS,9.915668042,25.40540194,10923
Margaret Thatcher,UNITED KINGDOM,GBR,52.918,-0.638,Europe,1925,Female,GOVERNMENT,INSTITUTIONS,6.790146394,25.91617502,390109.7604
Mary Wollstonecraft,United Kingdom,GBR,51.5166,-0.075,Europe,1759,Female,LANGUAGE,HUMANITIES,4.892468735,24.68767874,56710.65517
Max Planck,Germany,DEU,54.333333,10.133333,Europe,1858,Male,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,11.22891725,27.31503849,67919.59223
Madhuri Dixit,India,IND,18.975,72.825833,Asia,1967,Female,FILM AND THEATRE,ARTS,1.597521869,17.11547317,218824.5588
Maria Gaetana Agnesi,Italy,ITA,NA,NA,Europe,1718,Female,MATH,SCIENCE & TECHNOLOGY,7.554223284,23.97302644,17111.81579
Marlon Brando,UNITED STATES,USA,41.25,-96,North America,1924,Male,FILM AND THEATRE,ARTS,7.014989541,27.45233489,252011.24
Nicole Richie,UNITED STATES,USA,37.871667,-122.272778,North America,1981,Female,MEDIA PERSONALITY,PUBLIC FIGURE,4.06085344,18.07690008,365720.3077
Mario Botta,SWITZERLAND,CHE,45.866667,8.983333,Europe,1943,Male,DESIGN,ARTS,9.704749315,23.52389096,31304.59259
Mark Antony,ITALY,ITA,41.9,12.5,Europe,-83,Male,GOVERNMENT,INSTITUTIONS,8.200932806,28.75305759,148208.2459
Marsilio Ficino,ITALY,ITA,43.616667,11.466667,Europe,1433,Male,PHILOSOPHY,HUMANITIES,9.98171541,25.44198296,27754.43243
Muhammad ibn Abd-al-Wahhab,Saudi Arabia,SAU,NA,NA,Asia,1703,Male,PHILOSOPHY,HUMANITIES,6.011116645,23.51873409,56451.74074
Murad I,Turkey,TUR,40.183333,29.05,Asia,1319,Male,GOVERNMENT,INSTITUTIONS,17.88805721,25.80373305,19444.89474
Mehmed I,TURKEY,TUR,40.183333,29.05,Asia,1382,Male,GOVERNMENT,INSTITUTIONS,17.79694458,25.25550108,17165.65306
Murad II,Turkey,TUR,40.65,35.833056,Asia,1404,Male,GOVERNMENT,INSTITUTIONS,12.67110559,25.96499785,26514.58929
Murad III,Azerbaijan,AZE,38.630556,27.422222,Asia,1546,Male,GOVERNMENT,INSTITUTIONS,14.37689144,25.19146875,30064.33333
Mehmed III,TURKEY,TUR,38.630556,27.422222,Asia,1566,Male,GOVERNMENT,INSTITUTIONS,11.10726458,24.85654213,29436.45833
Mustafa I,Turkey,TUR,38.630556,27.422222,Asia,1591,Male,GOVERNMENT,INSTITUTIONS,10.75984511,24.96615304,32293.02174
Murad IV,Turkey,TUR,41.01224,28.976018,Asia,1612,Male,GOVERNMENT,INSTITUTIONS,12.7337208,24.59703303,23347.61702
Mike Oldfield,UNITED KINGDOM,GBR,51.454167,-0.973056,Europe,1953,Male,MUSIC,ARTS,8.230805255,24.01322906,140655.5238
Morihei Ueshiba,JAPAN,JPN,33.733333,135.383333,Asia,1883,Male,INDIVIDUAL SPORTS,SPORTS,8.522621311,24.8973537,38789.63636
"Martin Luther King, Jr.",UNITED STATES,USA,33.755,-84.39,North America,1929,Male,ACTIVISM,PUBLIC FIGURE,12.71650274,28.68771222,248747.0086
M. C. Escher,NETHERLANDS,NLD,53.2,5.783333,Europe,1898,Male,FINE ARTS,ARTS,5.985402328,25.54680692,181933.5577
Marcus Aurelius,ITALY,ITA,41.9,12.5,Europe,121,Male,GOVERNMENT,INSTITUTIONS,9.847919961,29.33053358,162190.0959
Marina Tsvetaeva,Russia,RUS,55.75,37.616667,Europe,1892,Female,LANGUAGE,HUMANITIES,13.22021381,24.09263244,18068.46341
Miranda Richardson,UNITED KINGDOM,GBR,53.6454,-3.0083,Europe,1958,Female,FILM AND THEATRE,ARTS,3.531626519,20.61195726,121284.6774
Jon Favreau,UNITED STATES,USA,40.76583,-73.833084,North America,1966,Male,FILM AND THEATRE,ARTS,2.344559538,18.38963967,210651.1786
Hank Azaria,United States,USA,40.716111,-73.85,North America,1964,Male,FILM AND THEATRE,ARTS,3.052381952,20.05464062,208706.0909
